Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell,Cluster 3 Weight,Cluster 3 UMI counts/cell,Cluster 4 Weight,Cluster 4 UMI counts/cell
ENSG00000235314,LINC00957,-4.0666184421979246,0.0,26.520731252451327,0.0004405286343612335,-9.9034119709996133,0.0,-12.550700839253931,0.0
ENSG00000136279,DBNL,118.98656788926695,0.70196078431372544,-598.86995208447672,0.0083700440528634359,549.68598288648911,0.44927536231884058,-69.802598691294222,0.11054637865311309
ENSG00000164708,PGAM2,58.654990707466432,0.0039215686274509803,-36.200877897210411,0.0,-9.9034119709995849,0.0,-12.550700839253903,0.0
ENSG00000122678,POLM,63.432243183028213,0.054901960784313725,-155.72123058296381,0.000881057268722467,142.07581697504318,0.028985507246376812,-49.786829575110147,0.0012706480304955528
ENSG00000106624,AEBP1,51.302140093946477,0.011764705882352941,-72.580238914915554,0.0,46.441379889707406,0.0064412238325281803,-25.163281068739412,0.0
ENSG00000106628,POLD2,448.82149911121263,1.8352941176470587,-628.22418369048262,0.007048458149779736,22.648996618461464,0.10950080515297907,156.75368796081565,0.25412960609911056
ENSG00000106636,YKT6,63.530742905305267,0.20392156862745098,-297.19216018351392,0.0057268722466960352,71.158480853039634,0.046698872785829307,162.50293642517963,0.085133418043202028
ENSG00000015676,NUDCD3,104.29917674977,0.21568627450980393,-299.62880523391289,0.003524229074889868,45.499240489609448,0.030595813204508857,149.8303879945291,0.06734434561626429
ENSG00000136271,DDX56,248.86158588376011,0.50588235294117645,-319.37271362968488,0.0026431718061674008,56.401608049647749,0.041867954911433171,14.109519696286593,0.038119440914866583
ENSG00000158604,TMED4,158.35798578446136,0.46274509803921571,-366.84118536522476,0.010572687224669603,126.17735442186657,0.095008051529790666,82.305845158915332,0.10800508259212198
ENSG00000105953,OGDH,38.369323790234745,0.11764705882352941,-187.24060888946951,0.010572687224669603,107.97004996506827,0.049919484702093397,40.901235134167784,0.041931385006353239
ENSG00000122515,ZMIZ2,26.924402945914732,0.035294117647058823,-153.3844607563764,0.000881057268722467,113.51420885943072,0.01932367149758454,12.945848951028207,0.011435832274459974
ENSG00000196262,PPIA,471.52127038769004,12.854901960784314,-1305.6999284688868,0.05462555066079295,687.02325729556139,2.3285024154589373,147.15540078561381,1.3456162642947904
ENSG00000105968,H2AFV,416.19013664612351,4.780392156862745,-1011.0429846033263,0.048898678414096917,291.05142523605923,0.74879227053140096,303.80142272116717,0.96696315120711562
ENSG00000234183,AC004854.4,44.526592048417605,0.023529411764705882,-100.54970526803243,0.0004405286343612335,-0.60317394342924102,0.0032206119162640902,56.626287163046364,0.0076238881829733167
ENSG00000146676,PURB,76.971982624831796,0.086274509803921567,-168.24803524742151,0.0022026431718061676,-9.656116415626796,0.0064412238325281803,100.93216903822095,0.03176620076238882
ENSG00000272768,RP4-673M15.1,4.1125666366165312,0.0039215686274509803,-53.196711244987938,0.0,-14.552932900060304,0.0,63.637077508430338,0.0025412960609911056
ENSG00000136286,MYO1G,-5.7383906028477201,0.078431372549019607,-420.46212455805863,0.004845814977973568,563.63648334224024,0.31561996779388085,-137.43596818135063,0.010165184243964422
ENSG00000232956,SNHG15,206.33698944569426,0.5490196078431373,-362.15902656478335,0.0026431718061674008,240.1832070980862,0.13043478260869565,-84.361169978986055,0.016518424396442185
ENSG00000136280,CCM2,70.78032892779332,0.23529411764705882,-360.29145862840863,0.004845814977973568,303.18932814057825,0.14331723027375201,-13.678198439972473,0.050825921219822108
ENSG00000136270,TBRG4,240.06866835312482,0.54117647058823526,-352.57755693389106,0.0022026431718061676,103.55144183821912,0.056360708534621579,8.9574467425360584,0.044472681067344345
ENSG00000164742,ADCY1,-4.0666184421977825,0.0,-36.200877897210077,0.0,-9.9034119709992527,0.0,50.170908310409473,0.0012706480304955528
ENSG00000272556,RP11-638I8.1,17.758402209549022,0.0039215686274509803,-46.969465255975535,0.0,-12.849355913639323,0.0,42.060418960067445,0.0012706480304955528
ENSG00000146674,IGFBP3,-7.0093061662753575,0.0,-62.396568617429004,0.0,91.038517736094704,0.004830917874396135,-21.632642952386821,0.0
ENSG00000136205,TNS3,15.901082300285637,0.019607843137254902,-103.93439225005764,0.0026431718061674008,37.50408349347623,0.0096618357487922701,50.529226456294097,0.01397712833545108
ENSG00000136273,HUS1,80.977941664278589,0.23137254901960785,-339.01234548229115,0.001762114537444934,116.85954621030875,0.057971014492753624,141.1748576076904,0.076238881829733166
ENSG00000164746,C7orf57,40.54144992648839,0.0039215686274509803,-51.151475814370173,0.0,28.344039749517862,0.0016103059581320451,-17.734013861634686,0.0
ENSG00000183696,UPP1,-34.44697680124257,0.019607843137254902,-350.10794937331229,0.004845814977973568,508.03910462170268,0.22866344605475039,-123.48417844715038,0.0076238881829733167
ENSG00000185811,IKZF1,82.342547868077347,0.43137254901960786,-510.60256728139177,0.011894273127753305,210.84722320818139,0.16264090177133655,217.41279620514956,0.21219822109275729
ENSG00000132436,FIGNL1,103.83742402321833,0.10980392156862745,-231.84620124432723,0.000881057268722467,-67.864026623139068,0.0,195.87280384426134,0.048284625158831002
ENSG00000106070,GRB10,138.87500371443952,0.10196078431372549,-169.78841459562457,0.000881057268722467,-52.83190654140941,0.0,83.745317422596187,0.020330368487928845
ENSG00000106078,COBL,34.326952311888078,0.011764705882352941,-50.981738262037105,0.0,34.329952475355093,0.0016103059581320451,-17.675166525208201,0.0
ENSG00000132432,SEC61G,223.27500880400146,1.8,-750.2026757025435,0.038325991189427311,351.97920908819799,0.48953301127214172,174.94845781031646,0.49682337992376113
ENSG00000132434,LANCL2,56.103433291067034,0.050980392156862744,-132.48562416735464,0.0022026431718061676,89.150120937416887,0.020933977455716585,-12.767930061122279,0.0088945362134688691
ENSG00000154978,VOPP1,88.492130645549381,0.13725490196078433,-253.13073298750476,0.0026431718061674008,228.40469245970257,0.077294685990338161,-63.766090117741562,0.010165184243964422
ENSG00000178665,ZNF713,41.661957217822923,0.019607843137254902,-107.93473920691774,0.0,-29.527521166296555,0.0,95.800303155386601,0.010165184243964422
ENSG00000146729,GBAS,281.14903118945597,0.95686274509803926,-491.60990909370321,0.0079295154185022032,135.82652115796114,0.11755233494363929,74.634356746282265,0.13087674714104194
ENSG00000239789,MRPS17,426.27025672286072,1.4627450980392156,-467.95752883618195,0.0096916299559471359,-16.785982227950665,0.046698872785829307,58.473254341272167,0.10927573062261753
ENSG00000146733,PSPH,225.2637326013253,0.15294117647058825,-181.47671238030711,0.0013215859030837004,-4.4805874961240892,0.0064412238325281803,-39.306432724890009,0.0050825921219822112
ENSG00000146731,CCT6A,595.32244047629456,7.8117647058823527,-831.09486672993296,0.025991189427312777,56.034794215025492,0.28663446054750402,179.73763203860656,0.61499364675984747
ENSG00000129103,SUMF2,202.73779967856427,0.36862745098039218,-317.68307444398977,0.004845814977973568,120.79373139255456,0.051529790660225443,-5.8484566271177911,0.039390088945362133
ENSG00000106153,CHCHD2,390.8389781571405,14.862745098039216,-1361.1567477662313,0.46872246696035241,531.70254077619074,2.893719806763285,438.61522883291781,3.5196950444726811
ENSG00000185290,NUPR1L,58.654990707469786,0.0039215686274509803,-36.200877897215314,0.0,-9.9034119710002457,0.0,-12.550700839254858,0.0
ENSG00000182111,ZNF716,-4.0666184421983527,0.0,-36.20087789721763,0.0,-9.9034119710006916,0.0,50.170908310414802,0.0012706480304955528
ENSG00000234444,ZNF736,36.590799923573137,0.011764705882352941,-114.45368986892935,0.0,70.559007504306024,0.0080515297906602248,7.3038824410551548,0.0063532401524777635
ENSG00000173041,ZNF680,124.53043228466422,0.14901960784313725,-226.10601601435968,0.0022026431718061676,-2.610453720023632,0.0096618357487922701,104.18603744972916,0.038119440914866583
ENSG00000196247,ZNF107,40.381234395907569,0.039215686274509803,-150.57458843850054,0.000881057268722467,11.461367051769212,0.0064412238325281803,98.731986990822136,0.026683608640406607
ENSG00000197008,ZNF138,183.26686929125495,0.21176470588235294,-233.64999428241885,0.0013215859030837004,17.535022187356201,0.01932367149758454,32.848102803798554,0.024142312579415501
ENSG00000198039,ZNF273,117.74350985206696,0.29019607843137257,-354.23249076034961,0.0092511013215859032,-94.18541804633648,0.0080515297906602248,330.6743989545962,0.16391359593392629
ENSG00000189316,RP11-797H7.5,103.53603601169289,0.31372549019607843,-227.01392669711626,0.016740088105726872,-102.06936863925837,0.004830917874396135,225.54725932469321,0.12452350698856417
